age_group,gender,registration_month,months_since_registration,retained_users,cohort_demographic_size
18-24,Male,2023-04-01 00:00:00.000,13,19,133
18-24,Male,2023-04-01 00:00:00.000,14,23,133
18-24,Male,2023-04-01 00:00:00.000,15,13,133
18-24,Male,2023-04-01 00:00:00.000,16,13,133
18-24,Male,2023-04-01 00:00:00.000,17,14,133
18-24,Male,2023-04-01 00:00:00.000,18,18,133
18-24,Male,2023-04-01 00:00:00.000,19,13,133
18-24,Male,2023-04-01 00:00:00.000,20,11,133
18-24,Male,2023-05-01 00:00:00.000,0,14,125
18-24,Male,2023-05-01 00:00:00.000,1,12,125
18-24,Male,2023-05-01 00:00:00.000,2,15,125
18-24,Male,2023-05-01 00:00:00.000,3,16,125
18-24,Male,2023-05-01 00:00:00.000,4,11,125
18-24,Male,2023-05-01 00:00:00.000,5,14,125
18-24,Male,2023-05-01 00:00:00.000,6,12,125
18-24,Male,2023-05-01 00:00:00.000,7,12,125
18-24,Male,2023-05-01 00:00:00.000,8,13,125
18-24,Male,2023-05-01 00:00:00.000,9,10,125
18-24,Male,2023-05-01 00:00:00.000,10,18,125
18-24,Male,2023-05-01 00:00:00.000,11,13,125
18-24,Male,2023-05-01 00:00:00.000,12,13,125
18-24,Male,2023-05-01 00:00:00.000,13,11,125
18-24,Male,2023-05-01 00:00:00.000,14,13,125
18-24,Male,2023-05-01 00:00:00.000,15,16,125
18-24,Male,2023-05-01 00:00:00.000,16,10,125
18-24,Male,2023-05-01 00:00:00.000,17,16,125
18-24,Male,2023-05-01 00:00:00.000,18,9,125
18-24,Male,2023-05-01 00:00:00.000,19,12,125
18-24,Male,2023-06-01 00:00:00.000,0,10,123
18-24,Male,2023-06-01 00:00:00.000,1,13,123
18-24,Male,2023-06-01 00:00:00.000,2,15,123
18-24,Male,2023-06-01 00:00:00.000,3,13,123
18-24,Male,2023-06-01 00:00:00.000,4,15,123
18-24,Male,2023-06-01 00:00:00.000,5,14,123
18-24,Male,2023-06-01 00:00:00.000,6,14,123
18-24,Male,2023-06-01 00:00:00.000,7,8,123
18-24,Male,2023-06-01 00:00:00.000,8,17,123
18-24,Male,2023-06-01 00:00:00.000,9,25,123
18-24,Male,2023-06-01 00:00:00.000,10,13,123
18-24,Male,2023-06-01 00:00:00.000,11,13,123
18-24,Male,2023-06-01 00:00:00.000,12,8,123
18-24,Male,2023-06-01 00:00:00.000,13,15,123
18-24,Male,2023-06-01 00:00:00.000,14,16,123
18-24,Male,2023-06-01 00:00:00.000,15,11,123
18-24,Male,2023-06-01 00:00:00.000,16,13,123
18-24,Male,2023-06-01 00:00:00.000,17,17,123
18-24,Male,2023-06-01 00:00:00.000,18,14,123
18-24,Male,2023-07-01 00:00:00.000,0,19,138
18-24,Male,2023-07-01 00:00:00.000,1,15,138
18-24,Male,2023-07-01 00:00:00.000,2,22,138
18-24,Male,2023-07-01 00:00:00.000,3,13,138
18-24,Male,2023-07-01 00:00:00.000,4,15,138
18-24,Male,2023-07-01 00:00:00.000,5,18,138
18-24,Male,2023-07-01 00:00:00.000,6,7,138
18-24,Male,2023-07-01 00:00:00.000,7,13,138
18-24,Male,2023-07-01 00:00:00.000,8,14,138
18-24,Male,2023-07-01 00:00:00.000,9,15,138
18-24,Male,2023-07-01 00:00:00.000,10,21,138
18-24,Male,2023-07-01 00:00:00.000,11,15,138
18-24,Male,2023-07-01 00:00:00.000,12,14,138
18-24,Male,2023-07-01 00:00:00.000,13,22,138
18-24,Male,2023-07-01 00:00:00.000,14,16,138
18-24,Male,2023-07-01 00:00:00.000,15,18,138
18-24,Male,2023-07-01 00:00:00.000,16,14,138
18-24,Male,2023-07-01 00:00:00.000,17,17,138
18-24,Male,2023-08-01 00:00:00.000,0,23,139
18-24,Male,2023-08-01 00:00:00.000,1,13,139
18-24,Male,2023-08-01 00:00:00.000,2,8,139
18-24,Male,2023-08-01 00:00:00.000,3,14,139
18-24,Male,2023-08-01 00:00:00.000,4,21,139
18-24,Male,2023-08-01 00:00:00.000,5,8,139
18-24,Male,2023-08-01 00:00:00.000,6,14,139
18-24,Male,2023-08-01 00:00:00.000,7,17,139
18-24,Male,2023-08-01 00:00:00.000,8,9,139
18-24,Male,2023-08-01 00:00:00.000,9,15,139
18-24,Male,2023-08-01 00:00:00.000,10,20,139
18-24,Male,2023-08-01 00:00:00.000,11,10,139
18-24,Male,2023-08-01 00:00:00.000,12,14,139
18-24,Male,2023-08-01 00:00:00.000,13,10,139
18-24,Male,2023-08-01 00:00:00.000,14,12,139
18-24,Male,2023-08-01 00:00:00.000,15,11,139
18-24,Male,2023-08-01 00:00:00.000,16,18,139
18-24,Male,2023-09-01 00:00:00.000,0,15,111
18-24,Male,2023-09-01 00:00:00.000,1,12,111
18-24,Male,2023-09-01 00:00:00.000,2,17,111
18-24,Male,2023-09-01 00:00:00.000,3,15,111
18-24,Male,2023-09-01 00:00:00.000,4,10,111
18-24,Male,2023-09-01 00:00:00.000,5,9,111
18-24,Male,2023-09-01 00:00:00.000,6,17,111
18-24,Male,2023-09-01 00:00:00.000,7,15,111
18-24,Male,2023-09-01 00:00:00.000,8,14,111
18-24,Male,2023-09-01 00:00:00.000,9,13,111
18-24,Male,2023-09-01 00:00:00.000,10,14,111
18-24,Male,2023-09-01 00:00:00.000,11,9,111
18-24,Male,2023-09-01 00:00:00.000,12,8,111
18-24,Male,2023-09-01 00:00:00.000,13,16,111
18-24,Male,2023-09-01 00:00:00.000,14,8,111
18-24,Male,2023-09-01 00:00:00.000,15,12,111
18-24,Male,2023-10-01 00:00:00.000,0,11,135
18-24,Male,2023-10-01 00:00:00.000,1,16,135
18-24,Male,2023-10-01 00:00:00.000,2,17,135
18-24,Male,2023-10-01 00:00:00.000,3,12,135
18-24,Male,2023-10-01 00:00:00.000,4,16,135
18-24,Male,2023-10-01 00:00:00.000,5,14,135
18-24,Male,2023-10-01 00:00:00.000,6,12,135
18-24,Male,2023-10-01 00:00:00.000,7,13,135
18-24,Male,2023-10-01 00:00:00.000,8,11,135
18-24,Male,2023-10-01 00:00:00.000,9,18,135
18-24,Male,2023-10-01 00:00:00.000,10,12,135
18-24,Male,2023-10-01 00:00:00.000,11,22,135
18-24,Male,2023-10-01 00:00:00.000,12,8,135
18-24,Male,2023-10-01 00:00:00.000,13,16,135
18-24,Male,2023-10-01 00:00:00.000,14,19,135
18-24,Male,2023-11-01 00:00:00.000,0,10,126
18-24,Male,2023-11-01 00:00:00.000,1,17,126
18-24,Male,2023-11-01 00:00:00.000,2,15,126
18-24,Male,2023-11-01 00:00:00.000,3,12,126
18-24,Male,2023-11-01 00:00:00.000,4,15,126
18-24,Male,2023-11-01 00:00:00.000,5,17,126
18-24,Male,2023-11-01 00:00:00.000,6,16,126
18-24,Male,2023-11-01 00:00:00.000,7,11,126
18-24,Male,2023-11-01 00:00:00.000,8,12,126
18-24,Male,2023-11-01 00:00:00.000,9,14,126
18-24,Male,2023-11-01 00:00:00.000,10,15,126
18-24,Male,2023-11-01 00:00:00.000,11,11,126
18-24,Male,2023-11-01 00:00:00.000,12,15,126
18-24,Male,2023-11-01 00:00:00.000,13,14,126
18-24,Male,2023-12-01 00:00:00.000,0,18,121
18-24,Male,2023-12-01 00:00:00.000,1,15,121
18-24,Male,2023-12-01 00:00:00.000,2,12,121
18-24,Male,2023-12-01 00:00:00.000,3,14,121
18-24,Male,2023-12-01 00:00:00.000,4,15,121
18-24,Male,2023-12-01 00:00:00.000,5,10,121
18-24,Male,2023-12-01 00:00:00.000,6,15,121
18-24,Male,2023-12-01 00:00:00.000,7,12,121
18-24,Male,2023-12-01 00:00:00.000,8,15,121
18-24,Male,2023-12-01 00:00:00.000,9,14,121
18-24,Male,2023-12-01 00:00:00.000,10,9,121
18-24,Male,2023-12-01 00:00:00.000,11,15,121
18-24,Male,2023-12-01 00:00:00.000,12,15,121
18-24,Male,2024-01-01 00:00:00.000,0,12,127
18-24,Male,2024-01-01 00:00:00.000,1,9,127
18-24,Male,2024-01-01 00:00:00.000,2,16,127
18-24,Male,2024-01-01 00:00:00.000,3,14,127
18-24,Male,2024-01-01 00:00:00.000,4,14,127
18-24,Male,2024-01-01 00:00:00.000,5,10,127
18-24,Male,2024-01-01 00:00:00.000,6,13,127
18-24,Male,2024-01-01 00:00:00.000,7,17,127
18-24,Male,2024-01-01 00:00:00.000,8,18,127
18-24,Male,2024-01-01 00:00:00.000,9,19,127
18-24,Male,2024-01-01 00:00:00.000,10,12,127
18-24,Male,2024-01-01 00:00:00.000,11,18,127
18-24,Male,2024-02-01 00:00:00.000,0,13,126
18-24,Male,2024-02-01 00:00:00.000,1,12,126
18-24,Male,2024-02-01 00:00:00.000,2,17,126
18-24,Male,2024-02-01 00:00:00.000,3,14,126
18-24,Male,2024-02-01 00:00:00.000,4,9,126
18-24,Male,2024-02-01 00:00:00.000,5,15,126
18-24,Male,2024-02-01 00:00:00.000,6,20,126
18-24,Male,2024-02-01 00:00:00.000,7,15,126
18-24,Male,2024-02-01 00:00:00.000,8,13,126
18-24,Male,2024-02-01 00:00:00.000,9,10,126
18-24,Male,2024-02-01 00:00:00.000,10,14,126
18-24,Male,2024-03-01 00:00:00.000,0,11,113
18-24,Male,2024-03-01 00:00:00.000,1,11,113
18-24,Male,2024-03-01 00:00:00.000,2,14,113
18-24,Male,2024-03-01 00:00:00.000,3,17,113
18-24,Male,2024-03-01 00:00:00.000,4,15,113
18-24,Male,2024-03-01 00:00:00.000,5,13,113
18-24,Male,2024-03-01 00:00:00.000,6,12,113
18-24,Male,2024-03-01 00:00:00.000,7,13,113
18-24,Male,2024-03-01 00:00:00.000,8,11,113
18-24,Male,2024-03-01 00:00:00.000,9,12,113
18-24,Male,2024-04-01 00:00:00.000,0,26,132
18-24,Male,2024-04-01 00:00:00.000,1,16,132
18-24,Male,2024-04-01 00:00:00.000,2,17,132
18-24,Male,2024-04-01 00:00:00.000,3,9,132
18-24,Male,2024-04-01 00:00:00.000,4,15,132
18-24,Male,2024-04-01 00:00:00.000,5,11,132
18-24,Male,2024-04-01 00:00:00.000,6,19,132
18-24,Male,2024-04-01 00:00:00.000,7,21,132
18-24,Male,2024-04-01 00:00:00.000,8,10,132
18-24,Male,2024-05-01 00:00:00.000,0,7,129
18-24,Male,2024-05-01 00:00:00.000,1,8,129
18-24,Male,2024-05-01 00:00:00.000,2,7,129
18-24,Male,2024-05-01 00:00:00.000,3,22,129
18-24,Male,2024-05-01 00:00:00.000,4,14,129
18-24,Male,2024-05-01 00:00:00.000,5,13,129
18-24,Male,2024-05-01 00:00:00.000,6,14,129
18-24,Male,2024-05-01 00:00:00.000,7,19,129
18-24,Male,2024-06-01 00:00:00.000,0,10,129
18-24,Male,2024-06-01 00:00:00.000,1,7,129
18-24,Male,2024-06-01 00:00:00.000,2,8,129
18-24,Male,2024-06-01 00:00:00.000,3,18,129
18-24,Male,2024-06-01 00:00:00.000,4,7,129
18-24,Male,2024-06-01 00:00:00.000,5,10,129
18-24,Male,2024-06-01 00:00:00.000,6,14,129
18-24,Male,2024-07-01 00:00:00.000,0,13,118
18-24,Male,2024-07-01 00:00:00.000,1,18,118
18-24,Male,2024-07-01 00:00:00.000,2,12,118
18-24,Male,2024-07-01 00:00:00.000,3,16,118
18-24,Male,2024-07-01 00:00:00.000,4,17,118
18-24,Male,2024-07-01 00:00:00.000,5,9,118
18-24,Male,2024-08-01 00:00:00.000,0,13,132
18-24,Male,2024-08-01 00:00:00.000,1,14,132
18-24,Male,2024-08-01 00:00:00.000,2,22,132
18-24,Male,2024-08-01 00:00:00.000,3,19,132
18-24,Male,2024-08-01 00:00:00.000,4,19,132
18-24,Male,2024-09-01 00:00:00.000,0,17,143
18-24,Male,2024-09-01 00:00:00.000,1,15,143
18-24,Male,2024-09-01 00:00:00.000,2,18,143
18-24,Male,2024-09-01 00:00:00.000,3,16,143
18-24,Male,2024-10-01 00:00:00.000,0,13,132
18-24,Male,2024-10-01 00:00:00.000,1,14,132
18-24,Male,2024-10-01 00:00:00.000,2,14,132
18-24,Male,2024-11-01 00:00:00.000,0,19,120
18-24,Male,2024-11-01 00:00:00.000,1,14,120
18-24,Male,2024-12-01 00:00:00.000,0,12,122
25-34,Male,2023-01-01 00:00:00.000,0,18,151
25-34,Male,2023-01-01 00:00:00.000,1,21,151
25-34,Male,2023-01-01 00:00:00.000,2,22,151
25-34,Male,2023-01-01 00:00:00.000,3,14,151
25-34,Male,2023-01-01 00:00:00.000,4,14,151
25-34,Male,2023-01-01 00:00:00.000,5,13,151
25-34,Male,2023-01-01 00:00:00.000,6,23,151
25-34,Male,2023-01-01 00:00:00.000,7,17,151
25-34,Male,2023-01-01 00:00:00.000,8,15,151
25-34,Male,2023-01-01 00:00:00.000,9,17,151
25-34,Male,2023-01-01 00:00:00.000,10,23,151
25-34,Male,2023-01-01 00:00:00.000,11,18,151
25-34,Male,2023-01-01 00:00:00.000,12,18,151
25-34,Male,2023-01-01 00:00:00.000,13,13,151
25-34,Male,2023-01-01 00:00:00.000,14,19,151
25-34,Male,2023-01-01 00:00:00.000,15,19,151
25-34,Male,2023-01-01 00:00:00.000,16,20,151
25-34,Male,2023-01-01 00:00:00.000,17,17,151
25-34,Male,2023-01-01 00:00:00.000,18,14,151
25-34,Male,2023-01-01 00:00:00.000,19,14,151
25-34,Male,2023-01-01 00:00:00.000,20,15,151
25-34,Male,2023-01-01 00:00:00.000,21,17,151
25-34,Male,2023-01-01 00:00:00.000,22,11,151
25-34,Male,2023-01-01 00:00:00.000,23,22,151
25-34,Male,2023-02-01 00:00:00.000,0,17,153
25-34,Male,2023-02-01 00:00:00.000,1,22,153
25-34,Male,2023-02-01 00:00:00.000,2,13,153
25-34,Male,2023-02-01 00:00:00.000,3,19,153
25-34,Male,2023-02-01 00:00:00.000,4,19,153
25-34,Male,2023-02-01 00:00:00.000,5,17,153
25-34,Male,2023-02-01 00:00:00.000,6,13,153
25-34,Male,2023-02-01 00:00:00.000,7,19,153
25-34,Male,2023-02-01 00:00:00.000,8,15,153
25-34,Male,2023-02-01 00:00:00.000,9,18,153
25-34,Male,2023-02-01 00:00:00.000,10,18,153
25-34,Male,2023-02-01 00:00:00.000,11,19,153
25-34,Male,2023-02-01 00:00:00.000,12,19,153
25-34,Male,2023-02-01 00:00:00.000,13,17,153
25-34,Male,2023-02-01 00:00:00.000,14,19,153
25-34,Male,2023-02-01 00:00:00.000,15,21,153
25-34,Male,2023-02-01 00:00:00.000,16,13,153
25-34,Male,2023-02-01 00:00:00.000,17,21,153
25-34,Male,2023-02-01 00:00:00.000,18,13,153
25-34,Male,2023-02-01 00:00:00.000,19,13,153
25-34,Male,2023-02-01 00:00:00.000,20,13,153
25-34,Male,2023-02-01 00:00:00.000,21,13,153
25-34,Male,2023-02-01 00:00:00.000,22,19,153
25-34,Male,2023-03-01 00:00:00.000,0,18,150
25-34,Male,2023-03-01 00:00:00.000,1,22,150
25-34,Male,2023-03-01 00:00:00.000,2,27,150
25-34,Male,2023-03-01 00:00:00.000,3,15,150
25-34,Male,2023-03-01 00:00:00.000,4,26,150
25-34,Male,2023-03-01 00:00:00.000,5,10,150
25-34,Male,2023-03-01 00:00:00.000,6,17,150
25-34,Male,2023-03-01 00:00:00.000,7,17,150
25-34,Male,2023-03-01 00:00:00.000,8,22,150
25-34,Male,2023-03-01 00:00:00.000,9,10,150
25-34,Male,2023-03-01 00:00:00.000,10,15,150
25-34,Male,2023-03-01 00:00:00.000,11,18,150
25-34,Male,2023-03-01 00:00:00.000,12,16,150
25-34,Male,2023-03-01 00:00:00.000,13,14,150
25-34,Male,2023-03-01 00:00:00.000,14,13,150
25-34,Male,2023-03-01 00:00:00.000,15,16,150
25-34,Male,2023-03-01 00:00:00.000,16,15,150
25-34,Male,2023-03-01 00:00:00.000,17,12,150
25-34,Male,2023-03-01 00:00:00.000,18,16,150
25-34,Male,2023-03-01 00:00:00.000,19,18,150
25-34,Male,2023-03-01 00:00:00.000,20,17,150
25-34,Male,2023-03-01 00:00:00.000,21,15,150
25-34,Male,2023-04-01 00:00:00.000,0,13,154
25-34,Male,2023-04-01 00:00:00.000,1,21,154
25-34,Male,2023-04-01 00:00:00.000,2,17,154
25-34,Male,2023-04-01 00:00:00.000,3,18,154
25-34,Male,2023-04-01 00:00:00.000,4,17,154
25-34,Male,2023-04-01 00:00:00.000,5,17,154
25-34,Male,2023-04-01 00:00:00.000,6,15,154
25-34,Male,2023-04-01 00:00:00.000,7,16,154
25-34,Male,2023-04-01 00:00:00.000,8,18,154
25-34,Male,2023-04-01 00:00:00.000,9,21,154
25-34,Male,2023-04-01 00:00:00.000,10,21,154
25-34,Male,2023-04-01 00:00:00.000,11,15,154
25-34,Male,2023-04-01 00:00:00.000,12,21,154
25-34,Male,2023-04-01 00:00:00.000,13,20,154
25-34,Male,2023-04-01 00:00:00.000,14,19,154
25-34,Male,2023-04-01 00:00:00.000,15,13,154
25-34,Male,2023-04-01 00:00:00.000,16,26,154
25-34,Male,2023-04-01 00:00:00.000,17,22,154
25-34,Male,2023-04-01 00:00:00.000,18,11,154
25-34,Male,2023-04-01 00:00:00.000,19,15,154
25-34,Male,2023-04-01 00:00:00.000,20,14,154
25-34,Male,2023-05-01 00:00:00.000,0,22,155
25-34,Male,2023-05-01 00:00:00.000,1,19,155
25-34,Male,2023-05-01 00:00:00.000,2,14,155
25-34,Male,2023-05-01 00:00:00.000,3,13,155
25-34,Male,2023-05-01 00:00:00.000,4,14,155
25-34,Male,2023-05-01 00:00:00.000,5,16,155
25-34,Male,2023-05-01 00:00:00.000,6,26,155
25-34,Male,2023-05-01 00:00:00.000,7,17,155
25-34,Male,2023-05-01 00:00:00.000,8,21,155
25-34,Male,2023-05-01 00:00:00.000,9,21,155
25-34,Male,2023-05-01 00:00:00.000,10,18,155
25-34,Male,2023-05-01 00:00:00.000,11,13,155
25-34,Male,2023-05-01 00:00:00.000,12,22,155
25-34,Male,2023-05-01 00:00:00.000,13,10,155
25-34,Male,2023-05-01 00:00:00.000,14,17,155
25-34,Male,2023-05-01 00:00:00.000,15,13,155
25-34,Male,2023-05-01 00:00:00.000,16,14,155
25-34,Male,2023-05-01 00:00:00.000,17,15,155
25-34,Male,2023-05-01 00:00:00.000,18,9,155
25-34,Male,2023-05-01 00:00:00.000,19,23,155
25-34,Male,2023-06-01 00:00:00.000,0,19,165
25-34,Male,2023-06-01 00:00:00.000,1,17,165
25-34,Male,2023-06-01 00:00:00.000,2,23,165
25-34,Male,2023-06-01 00:00:00.000,3,16,165
25-34,Male,2023-06-01 00:00:00.000,4,17,165
25-34,Male,2023-06-01 00:00:00.000,5,21,165
25-34,Male,2023-06-01 00:00:00.000,6,35,165
25-34,Male,2023-06-01 00:00:00.000,7,19,165
25-34,Male,2023-06-01 00:00:00.000,8,15,165
25-34,Male,2023-06-01 00:00:00.000,9,21,165
25-34,Male,2023-06-01 00:00:00.000,10,21,165
25-34,Male,2023-06-01 00:00:00.000,11,15,165
25-34,Male,2023-06-01 00:00:00.000,12,15,165
25-34,Male,2023-06-01 00:00:00.000,13,10,165
25-34,Male,2023-06-01 00:00:00.000,14,21,165
25-34,Male,2023-06-01 00:00:00.000,15,26,165
25-34,Male,2023-06-01 00:00:00.000,16,19,165
25-34,Male,2023-06-01 00:00:00.000,17,13,165
25-34,Male,2023-06-01 00:00:00.000,18,18,165
25-34,Male,2023-07-01 00:00:00.000,0,9,140
25-34,Male,2023-07-01 00:00:00.000,1,17,140
25-34,Male,2023-07-01 00:00:00.000,2,20,140
25-34,Male,2023-07-01 00:00:00.000,3,12,140
25-34,Male,2023-07-01 00:00:00.000,4,15,140
25-34,Male,2023-07-01 00:00:00.000,5,19,140
25-34,Male,2023-07-01 00:00:00.000,6,14,140
25-34,Male,2023-07-01 00:00:00.000,7,14,140
25-34,Male,2023-07-01 00:00:00.000,8,17,140
25-34,Male,2023-07-01 00:00:00.000,9,18,140
25-34,Male,2023-07-01 00:00:00.000,10,12,140
25-34,Male,2023-07-01 00:00:00.000,11,9,140
25-34,Male,2023-07-01 00:00:00.000,12,19,140
25-34,Male,2023-07-01 00:00:00.000,13,13,140
25-34,Male,2023-07-01 00:00:00.000,14,15,140
25-34,Male,2023-07-01 00:00:00.000,15,17,140
25-34,Male,2023-07-01 00:00:00.000,16,18,140
25-34,Male,2023-07-01 00:00:00.000,17,18,140
25-34,Male,2023-08-01 00:00:00.000,0,15,138
25-34,Male,2023-08-01 00:00:00.000,1,18,138
25-34,Male,2023-08-01 00:00:00.000,2,10,138
25-34,Male,2023-08-01 00:00:00.000,3,18,138
25-34,Male,2023-08-01 00:00:00.000,4,11,138
25-34,Male,2023-08-01 00:00:00.000,5,21,138
25-34,Male,2023-08-01 00:00:00.000,6,18,138
25-34,Male,2023-08-01 00:00:00.000,7,12,138
25-34,Male,2023-08-01 00:00:00.000,8,24,138
25-34,Male,2023-08-01 00:00:00.000,9,13,138
25-34,Male,2023-08-01 00:00:00.000,10,16,138
25-34,Male,2023-08-01 00:00:00.000,11,19,138
25-34,Male,2023-08-01 00:00:00.000,12,16,138
25-34,Male,2023-08-01 00:00:00.000,13,18,138
25-34,Male,2023-08-01 00:00:00.000,14,17,138
25-34,Male,2023-08-01 00:00:00.000,15,21,138
25-34,Male,2023-08-01 00:00:00.000,16,23,138
25-34,Male,2023-09-01 00:00:00.000,0,18,161
25-34,Male,2023-09-01 00:00:00.000,1,17,161
25-34,Male,2023-09-01 00:00:00.000,2,12,161
25-34,Male,2023-09-01 00:00:00.000,3,14,161
25-34,Male,2023-09-01 00:00:00.000,4,20,161
25-34,Male,2023-09-01 00:00:00.000,5,17,161
25-34,Male,2023-09-01 00:00:00.000,6,15,161
25-34,Male,2023-09-01 00:00:00.000,7,25,161
25-34,Male,2023-09-01 00:00:00.000,8,24,161
25-34,Male,2023-09-01 00:00:00.000,9,17,161
25-34,Male,2023-09-01 00:00:00.000,10,15,161
25-34,Male,2023-09-01 00:00:00.000,11,23,161
25-34,Male,2023-09-01 00:00:00.000,12,9,161
25-34,Male,2023-09-01 00:00:00.000,13,21,161
25-34,Male,2023-09-01 00:00:00.000,14,24,161
25-34,Male,2023-09-01 00:00:00.000,15,13,161
25-34,Male,2023-10-01 00:00:00.000,0,22,173
25-34,Male,2023-10-01 00:00:00.000,1,6,173
25-34,Male,2023-10-01 00:00:00.000,2,17,173
25-34,Male,2023-10-01 00:00:00.000,3,23,173
25-34,Male,2023-10-01 00:00:00.000,4,23,173
25-34,Male,2023-10-01 00:00:00.000,5,30,173
25-34,Male,2023-10-01 00:00:00.000,6,22,173
25-34,Male,2023-10-01 00:00:00.000,7,17,173
25-34,Male,2023-10-01 00:00:00.000,8,18,173
25-34,Male,2023-10-01 00:00:00.000,9,20,173
25-34,Male,2023-10-01 00:00:00.000,10,15,173
25-34,Male,2023-10-01 00:00:00.000,11,20,173
25-34,Male,2023-10-01 00:00:00.000,12,19,173
25-34,Male,2023-10-01 00:00:00.000,13,22,173
25-34,Male,2023-10-01 00:00:00.000,14,18,173
25-34,Male,2023-11-01 00:00:00.000,0,22,159
25-34,Male,2023-11-01 00:00:00.000,1,19,159
25-34,Male,2023-11-01 00:00:00.000,2,28,159
25-34,Male,2023-11-01 00:00:00.000,3,22,159
25-34,Male,2023-11-01 00:00:00.000,4,14,159
25-34,Male,2023-11-01 00:00:00.000,5,17,159
25-34,Male,2023-11-01 00:00:00.000,6,15,159
25-34,Male,2023-11-01 00:00:00.000,7,11,159
25-34,Male,2023-11-01 00:00:00.000,8,18,159
25-34,Male,2023-11-01 00:00:00.000,9,25,159
25-34,Male,2023-11-01 00:00:00.000,10,13,159
25-34,Male,2023-11-01 00:00:00.000,11,14,159
25-34,Male,2023-11-01 00:00:00.000,12,14,159
25-34,Male,2023-11-01 00:00:00.000,13,15,159
25-34,Male,2023-12-01 00:00:00.000,0,18,162
25-34,Male,2023-12-01 00:00:00.000,1,14,162
25-34,Male,2023-12-01 00:00:00.000,2,16,162
25-34,Male,2023-12-01 00:00:00.000,3,15,162
25-34,Male,2023-12-01 00:00:00.000,4,13,162
25-34,Male,2023-12-01 00:00:00.000,5,18,162
25-34,Male,2023-12-01 00:00:00.000,6,27,162
25-34,Male,2023-12-01 00:00:00.000,7,14,162
25-34,Male,2023-12-01 00:00:00.000,8,20,162
25-34,Male,2023-12-01 00:00:00.000,9,22,162
25-34,Male,2023-12-01 00:00:00.000,10,18,162
25-34,Male,2023-12-01 00:00:00.000,11,23,162
25-34,Male,2023-12-01 00:00:00.000,12,14,162
25-34,Male,2024-01-01 00:00:00.000,0,17,161
25-34,Male,2024-01-01 00:00:00.000,1,17,161
25-34,Male,2024-01-01 00:00:00.000,2,24,161
25-34,Male,2024-01-01 00:00:00.000,3,20,161
25-34,Male,2024-01-01 00:00:00.000,4,20,161
25-34,Male,2024-01-01 00:00:00.000,5,21,161
25-34,Male,2024-01-01 00:00:00.000,6,14,161
25-34,Male,2024-01-01 00:00:00.000,7,24,161
25-34,Male,2024-01-01 00:00:00.000,8,18,161
25-34,Male,2024-01-01 00:00:00.000,9,17,161
25-34,Male,2024-01-01 00:00:00.000,10,21,161
25-34,Male,2024-01-01 00:00:00.000,11,16,161
25-34,Male,2024-02-01 00:00:00.000,0,15,153
25-34,Male,2024-02-01 00:00:00.000,1,22,153
25-34,Male,2024-02-01 00:00:00.000,2,18,153
25-34,Male,2024-02-01 00:00:00.000,3,20,153
25-34,Male,2024-02-01 00:00:00.000,4,17,153
25-34,Male,2024-02-01 00:00:00.000,5,14,153
25-34,Male,2024-02-01 00:00:00.000,6,10,153
25-34,Male,2024-02-01 00:00:00.000,7,16,153
25-34,Male,2024-02-01 00:00:00.000,8,17,153
25-34,Male,2024-02-01 00:00:00.000,9,13,153
25-34,Male,2024-02-01 00:00:00.000,10,15,153
25-34,Male,2024-03-01 00:00:00.000,0,20,150
25-34,Male,2024-03-01 00:00:00.000,1,17,150
25-34,Male,2024-03-01 00:00:00.000,2,14,150
25-34,Male,2024-03-01 00:00:00.000,3,18,150
25-34,Male,2024-03-01 00:00:00.000,4,13,150
25-34,Male,2024-03-01 00:00:00.000,5,18,150
25-34,Male,2024-03-01 00:00:00.000,6,25,150
25-34,Male,2024-03-01 00:00:00.000,7,18,150
25-34,Male,2024-03-01 00:00:00.000,8,22,150
25-34,Male,2024-03-01 00:00:00.000,9,17,150
25-34,Male,2024-04-01 00:00:00.000,0,26,153
25-34,Male,2024-04-01 00:00:00.000,1,21,153
25-34,Male,2024-04-01 00:00:00.000,2,16,153
25-34,Male,2024-04-01 00:00:00.000,3,21,153
25-34,Male,2024-04-01 00:00:00.000,4,17,153
25-34,Male,2024-04-01 00:00:00.000,5,19,153
25-34,Male,2024-04-01 00:00:00.000,6,23,153
25-34,Male,2024-04-01 00:00:00.000,7,16,153
25-34,Male,2024-04-01 00:00:00.000,8,17,153
25-34,Male,2024-05-01 00:00:00.000,0,12,162
25-34,Male,2024-05-01 00:00:00.000,1,21,162
25-34,Male,2024-05-01 00:00:00.000,2,11,162
25-34,Male,2024-05-01 00:00:00.000,3,20,162
25-34,Male,2024-05-01 00:00:00.000,4,18,162
25-34,Male,2024-05-01 00:00:00.000,5,21,162
25-34,Male,2024-05-01 00:00:00.000,6,14,162
25-34,Male,2024-05-01 00:00:00.000,7,15,162
25-34,Male,2024-06-01 00:00:00.000,0,15,153
25-34,Male,2024-06-01 00:00:00.000,1,21,153
25-34,Male,2024-06-01 00:00:00.000,2,21,153
25-34,Male,2024-06-01 00:00:00.000,3,13,153
25-34,Male,2024-06-01 00:00:00.000,4,13,153
25-34,Male,2024-06-01 00:00:00.000,5,16,153
25-34,Male,2024-06-01 00:00:00.000,6,23,153
25-34,Male,2024-07-01 00:00:00.000,0,17,168
